Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_010970,22-01-2023,Josiah,Male,885000,Rabun Used Car Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,85257-3102,Sedan,6924054,Janesville
C_CND_010971,22-01-2023,Josue,Female,13500,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26000,78758-7841,Passenger,6282589,Scottsdale
C_CND_010972,22-01-2023,Juan,Male,858000,Ryder Truck Rental and Leasing,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Sedan,8170725,Austin
C_CND_010973,22-01-2023,Julian,Male,13500,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,60504-7114,Sedan,6247182,Middletown
C_CND_010974,22-01-2023,Julio,Male,435000,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,38701-8047,Hatchback,6312824,Aurora
C_CND_010975,22-01-2023,Julius,Male,13500,Star Enterprises Inc,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,99301-3882,Sedan,8635209,Greenville
C_CND_010976,22-01-2023,Junior,Male,682000,Suburban Ford,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,53546-9427,SUV,7621604,Pasco
C_CND_010977,22-01-2023,Ariel,Male,1045000,Classic Chevy,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75501,85257-3102,Hardtop,7832347,Austin
C_CND_010978,22-01-2023,Yasmine,Male,1025000,Suburban Ford,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33501,53546-9427,Sedan,7785883,Scottsdale
C_CND_010979,22-01-2023,Empty,Male,615000,Tri-State Mack Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,85257-3102,Hatchback,6974986,Austin
C_CND_010980,22-01-2023,Leane,Female,500000,U-Haul CO,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,78758-7841,SUV,8333203,Middletown
C_CND_010981,23-01-2023,Caleb,Male,1358000,Tri-State Mack Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23800,85257-3102,Hatchback,7934015,Scottsdale
C_CND_010982,23-01-2023,Cameron,Male,840000,U-Haul CO,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,78758-7841,SUV,7049548,Austin
C_CND_010983,23-01-2023,Carmelo,Male,13500,Buddy Storbeck's Diesel Service Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,SUV,6042122,Middletown
C_CND_010984,23-01-2023,Carter,Male,685000,C & M Motors Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,60504-7114,Hatchback,7090481,Aurora
C_CND_010985,23-01-2023,Shira,Male,290000,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Red,17000,06457-3834,Sedan,6747458,Middletown
C_CND_010986,23-01-2023,Shoshana,Male,13500,New Castle Ford Lincoln Mercury,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,60504-7114,SUV,8012478,Aurora
C_CND_010987,23-01-2023,Siena,Female,1625000,Pars Auto Sales,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21500,38701-8047,Sedan,6352784,Greenville
C_CND_010988,23-01-2023,Sienna,Male,570500,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,328i,Overhead Camshaft,Manual,Red,21500,99301-3882,Sedan,6935352,Pasco
C_CND_010989,23-01-2023,Jason,Female,13500,Nebo Chevrolet,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Hardtop,6321512,Middletown
C_CND_010990,23-01-2023,Lesly,Male,316000,Rabun Used Car Sales,Acura,RL,Overhead Camshaft,Manual,Red,17000,85257-3102,SUV,7190995,Scottsdale
C_CND_010991,23-01-2023,Leyla,Male,800000,Race Car Help,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,78758-7841,Passenger,7764989,Austin
C_CND_010992,23-01-2023,Lia,Male,760000,Ryder Truck Rental and Leasing,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,Sedan,6832150,Middletown
C_CND_010993,23-01-2023,Rowan,Female,542000,Ryder Truck Rental and Leasing,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12000,06457-3834,Passenger,7501452,Middletown
C_CND_010994,23-01-2023,Lauriane,Female,585000,Chrysler of Tri-Cities,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27001,99301-3882,Hardtop,8818486,Pasco
C_CND_010995,23-01-2023,Ryder,Male,732000,Scrivener Performance Engineering,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24000,38701-8047,Hatchback,6960226,Greenville
C_CND_010996,23-01-2023,Salvatore,Male,1260000,Star Enterprises Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,99301-3882,Sedan,6273596,Pasco
C_CND_010997,23-01-2023,Athena,Female,969000,Gartner Buick Hyundai Saab,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,38701-8047,Hardtop,6702884,Greenville
C_CND_010998,23-01-2023,Paul,Male,1155000,C & M Motors Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22501,60504-7114,SUV,7223279,Greenville
C_CND_010999,23-01-2023,Arthur,Male,1365000,Capitol KIA,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,12501,38701-8047,Hatchback,7947115,Pasco
C_CND_011000,23-01-2023,Leo,Male,13500,Chrysler of Tri-Cities,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,99301-3882,Passenger,6676126,Janesville
C_CND_011001,24-01-2023,Cayden,Male,600000,Capitol KIA,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hatchback,7179124,Greenville
C_CND_011002,24-01-2023,Sima,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Metro,Overhead Camshaft,Manual,Red,37000,53546-9427,Passenger,6428145,Janesville
C_CND_011003,24-01-2023,Liana,Male,735000,Saab-Belle Dodge,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,60504-7114,Hatchback,7021178,Aurora
C_CND_011004,24-01-2023,Sam,Male,1000000,Suburban Ford,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,53546-9427,SUV,6053976,Janesville
C_CND_011005,24-01-2023,Teo,Male,13500,Chrysler Plymouth,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14001,53546-9427,Passenger,8334670,Scottsdale
C_CND_011006,25-01-2023,Chad,Female,940000,Chrysler of Tri-Cities,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,99301-3882,Hatchback,7107065,Pasco
C_CND_011007,25-01-2023,Chance,Male,905000,Chrysler Plymouth,Audi,A8,Overhead Camshaft,Manual,Black,44000,53546-9427,Passenger,6890416,Janesville
C_CND_011008,25-01-2023,Charles,Male,976000,Classic Chevy,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,85257-3102,Hatchback,8222570,Scottsdale
C_CND_011009,25-01-2023,Chase,Male,641000,Clay Johnson Auto Sales,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,78758-7841,SUV,8813541,Austin
C_CND_011010,25-01-2023,Chris,Male,770000,Diehl Motor CO Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,12001,06457-3834,Hatchback,6030327,Middletown
C_CND_011011,25-01-2023,Christian,Male,279500,Enterprise Rent A Car,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22501,60504-7114,Passenger,6645355,Aurora
C_CND_011012,25-01-2023,Simone,Male,631000,Rabun Used Car Sales,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Hatchback,7953106,Scottsdale
C_CND_011013,25-01-2023,Skylar,Male,372100,Race Car Help,Ford,Expedition,Overhead Camshaft,Manual,Black,10100,78758-7841,SUV,7445691,Austin
C_CND_011014,25-01-2023,Sloane,Male,1350000,Ryder Truck Rental and Leasing,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,7129419,Middletown
C_CND_011015,25-01-2023,Andrew,Male,465000,Tri-State Mack Inc,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,85257-3102,Hardtop,7808855,Scottsdale
C_CND_011016,25-01-2023,Sophia,Male,315000,Scrivener Performance Engineering,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,38701-8047,Passenger,7009406,Greenville
C_CND_011017,25-01-2023,Sophie,Male,702500,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Black,18500,99301-3882,SUV,6656350,Pasco
C_CND_011018,25-01-2023,Liliana,Male,823000,Scrivener Performance Engineering,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,38701-8047,Passenger,6875152,Greenville
C_CND_011019,25-01-2023,Lily,Male,1225000,Star Enterprises Inc,Nissan,Quest,Overhead Camshaft,Manual,Black,19501,99301-3882,SUV,7580019,Pasco
C_CND_011020,25-01-2023,Lindsay,Male,781000,Suburban Ford,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,53546-9427,Hatchback,7533990,Janesville
C_CND_011021,25-01-2023,Lizbeth,Male,296000,Tri-State Mack Inc,Honda,Accord,Overhead Camshaft,Manual,Black,43001,85257-3102,Sedan,6961396,Scottsdale
C_CND_011022,25-01-2023,London,Male,13500,U-Haul CO,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54001,78758-7841,Sedan,6659482,Austin
C_CND_011023,25-01-2023,Lucia,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22001,53546-9427,SUV,6618076,Janesville
C_CND_011024,25-01-2023,Samir,Male,1155000,Tri-State Mack Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71501,85257-3102,SUV,8578371,Scottsdale
C_CND_011025,25-01-2023,Samuel,Male,700000,U-Haul CO,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,78758-7841,Passenger,6740357,Austin
C_CND_011026,25-01-2023,Santino,Male,813500,Progressive Shippers Cooperative Association No,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,53546-9427,SUV,8579519,Janesville
C_CND_011027,25-01-2023,Sean,Female,526000,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,85257-3102,Sedan,6733291,Scottsdale
C_CND_011028,25-01-2023,Sebastian,Male,790000,Race Car Help,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Passenger,8623897,Austin
C_CND_011029,25-01-2023,Shalom,Male,1365000,Ryder Truck Rental and Leasing,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27500,06457-3834,SUV,6143264,Middletown
C_CND_011030,25-01-2023,Pacha,Male,13500,Classic Chevy,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35001,85257-3102,Sedan,8975054,Austin
C_CND_011031,25-01-2023,Roman,Female,1200000,Clay Johnson Auto Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,34001,78758-7841,Hatchback,8880020,Middletown
C_CND_011032,25-01-2023,Audrey,Male,690000,Hatfield Volkswagen,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22001,99301-3882,Hardtop,7225026,Pasco
C_CND_011033,25-01-2023,Margaux,Male,13500,Enterprise Rent A Car,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,60504-7114,Hatchback,8134042,Greenville
C_CND_011034,25-01-2023,Ava,Female,790000,Iceberg Rentals,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,53546-9427,Hardtop,7698858,Janesville
C_CND_011035,25-01-2023,Ayesha,Male,13500,Motor Vehicle Branch Office,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,78758-7841,Hardtop,7205916,Austin
C_CND_011036,28-01-2023,Christopher,Male,1800000,Gartner Buick Hyundai Saab,Volvo,C70,Overhead Camshaft,Manual,Black,36001,38701-8047,Hatchback,7003368,Greenville
C_CND_011037,28-01-2023,Stella,Male,275000,Suburban Ford,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Passenger,6623429,Janesville
C_CND_011038,28-01-2023,Luna,Male,886500,Rabun Used Car Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71501,85257-3102,SUV,6229717,Scottsdale
C_CND_011039,28-01-2023,Shane,Male,700000,Saab-Belle Dodge,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,SUV,7922856,Aurora
C_CND_011040,28-01-2023,Leanne,Male,915000,Iceberg Rentals,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13001,53546-9427,Passenger,6054403,Scottsdale
C_CND_011041,30-01-2023,Cody,Male,13500,Hatfield Volkswagen,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,99301-3882,Hatchback,8215893,Pasco
C_CND_011042,30-01-2023,Corey,Male,1350000,Iceberg Rentals,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16001,53546-9427,Hatchback,8245900,Janesville
C_CND_011043,30-01-2023,Daniel,Male,1320000,McKinney Dodge Chrysler Jeep,Subaru,Outback,Overhead Camshaft,Manual,Red,49001,85257-3102,SUV,8370551,Scottsdale
C_CND_011044,30-01-2023,Darius,Male,13500,Motor Vehicle Branch Office,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,78758-7841,Sedan,8458888,Austin
C_CND_011045,30-01-2023,Darren,Male,13500,Nebo Chevrolet,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16001,06457-3834,Sedan,6404473,Middletown
C_CND_011046,30-01-2023,David,Male,825000,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,60504-7114,Sedan,8238766,Aurora
C_CND_011047,30-01-2023,Derrick,Male,860000,Pars Auto Sales,Acura,TL,Overhead Camshaft,Manual,Black,21000,38701-8047,Hatchback,7586737,Greenville
C_CND_011048,30-01-2023,Devin,Male,830000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,99301-3882,Passenger,7999190,Pasco
C_CND_011049,30-01-2023,Devon,Male,936000,Progressive Shippers Cooperative Association No,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Hatchback,7490974,Janesville
C_CND_011050,30-01-2023,Dominic,Male,1261000,Rabun Used Car Sales,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15100,85257-3102,Passenger,7556047,Scottsdale
C_CND_011051,30-01-2023,Summer,Male,835000,Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,85257-3102,SUV,8249316,Scottsdale
C_CND_011052,30-01-2023,Suri,Male,13500,U-Haul CO,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Passenger,8228952,Austin
C_CND_011053,30-01-2023,Sury,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,53546-9427,Passenger,6462904,Janesville
C_CND_011054,30-01-2023,Sydney,Male,13500,Rabun Used Car Sales,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,85257-3102,Sedan,7438225,Scottsdale
C_CND_011055,30-01-2023,Sylvia,Male,13500,Race Car Help,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Sedan,8212230,Austin
C_CND_011056,30-01-2023,Talia,Male,900000,Ryder Truck Rental and Leasing,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,57000,06457-3834,Passenger,6012675,Middletown
C_CND_011057,30-01-2023,Tamar,Male,710000,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,60504-7114,SUV,8552140,Aurora
C_CND_011058,30-01-2023,Taylor,Male,13500,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,38701-8047,Hatchback,7622873,Greenville
C_CND_011059,30-01-2023,Tessa,Male,13500,Star Enterprises Inc,BMW,528i,Overhead Camshaft,Manual,Red,25000,99301-3882,SUV,7691000,Pasco
C_CND_011060,30-01-2023,Toby,Male,1320000,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,53546-9427,Hatchback,8624939,Janesville
C_CND_011061,30-01-2023,Luz,Male,767500,Progressive Shippers Cooperative Association No,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17500,53546-9427,Sedan,6640463,Janesville
C_CND_011062,30-01-2023,Jeremy,Male,1000000,Ryder Truck Rental and Leasing,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,06457-3834,Hardtop,8422939,Middletown
C_CND_011063,30-01-2023,Madelyn,Male,395000,Race Car Help,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,78758-7841,Hatchback,7919803,Austin
C_CND_011064,30-01-2023,Madison,Male,815000,Ryder Truck Rental and Leasing,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Passenger,7299780,Middletown
C_CND_011065,30-01-2023,Makayla,Female,535000,Saab-Belle Dodge,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,7589230,Aurora
C_CND_011066,30-01-2023,Maria,Male,13500,Scrivener Performance Engineering,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,38701-8047,Passenger,6457368,Greenville
C_CND_011067,30-01-2023,Mariah,Male,757000,Star Enterprises Inc,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,99301-3882,SUV,6369761,Pasco
C_CND_011068,30-01-2023,Kayden,Female,800000,Capitol KIA,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,38701-8047,Hardtop,8360245,Greenville
C_CND_011069,30-01-2023,Kyle,Male,13500,Clay Johnson Auto Sales,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Hardtop,8253043,Austin
C_CND_011070,30-01-2023,Marisol,Male,716000,U-Haul CO,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19000,78758-7841,Passenger,7041445,Austin
C_CND_011071,30-01-2023,Shaul,Male,370000,Scrivener Performance Engineering,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28000,38701-8047,SUV,7442164,Greenville
C_CND_011072,30-01-2023,Shaya,Male,1230000,Star Enterprises Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,Passenger,8227560,Pasco
C_CND_011073,30-01-2023,Shea,Female,312000,Suburban Ford,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Sedan,8821461,Janesville
C_CND_011074,30-01-2023,Amandine,Female,880000,Chrysler Plymouth,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,53546-9427,Hardtop,7810749,Janesville
C_CND_011075,30-01-2023,Shimon,Male,460000,U-Haul CO,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,78758-7841,Hatchback,7292223,Austin
C_CND_011076,30-01-2023,Romain,Female,985000,Clay Johnson Auto Sales,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,78758-7841,Hardtop,8411537,Austin
C_CND_011077,30-01-2023,Shloimy,Male,1001000,C & M Motors Inc,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21100,60504-7114,Hatchback,6562507,Aurora
C_CND_011078,30-01-2023,Shlome,Male,850000,Capitol KIA,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,SUV,6784230,Greenville
C_CND_011079,30-01-2023,Shlomo,Female,310000,Chrysler of Tri-Cities,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,99301-3882,SUV,7627018,Pasco
C_CND_011080,30-01-2023,Shmiel,Female,310000,Chrysler Plymouth,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,53546-9427,SUV,6701403,Janesville
C_CND_011081,30-01-2023,Catherine,Male,1045000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21500,99301-3882,Hardtop,6397924,Pasco
C_CND_011082,30-01-2023,Leo,Male,1030000,Motor Vehicle Branch Office,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12001,78758-7841,Hatchback,7735383,Janesville
C_CND_011083,30-01-2023,Lou,Male,1100000,Nebo Chevrolet,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35001,06457-3834,Sedan,6244749,Scottsdale
C_CND_011084,30-01-2023,Mathiot,Male,880000,New Castle Ford Lincoln Mercury,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22001,60504-7114,Sedan,7361796,Austin
C_CND_011085,30-01-2023,Cynthia,Female,1310000,U-Haul CO,Honda,Passport,Overhead Camshaft,Manual,Pale White,13001,78758-7841,Hardtop,7998682,Austin
C_CND_011086,30-01-2023,Anais,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,LW,Overhead Camshaft,Manual,Pale White,13001,99301-3882,Hatchback,6978869,Aurora
C_CND_011087,30-01-2023,Nathan,Male,450000,Progressive Shippers Cooperative Association No,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,53546-9427,Hatchback,7435708,Greenville
C_CND_011088,30-01-2023,Mickael,Male,1725000,Rabun Used Car Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19501,85257-3102,Passenger,7090969,Pasco
C_CND_011089,30-01-2023,Sarah,Male,13500,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26001,78758-7841,Passenger,7043024,Janesville
C_CND_011090,30-01-2023,Alexiane,Male,2450000,Ryder Truck Rental and Leasing,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Sedan,8779244,Scottsdale
C_CND_011091,31-01-2023,Donovan,Male,1045000,Race Car Help,Acura,RL,Overhead Camshaft,Manual,Red,31500,78758-7841,SUV,6091928,Austin
C_CND_011092,31-01-2023,Dwayne,Male,1044000,Ryder Truck Rental and Leasing,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46400,06457-3834,Hatchback,6987502,Middletown
C_CND_011093,31-01-2023,Dylan,Male,13500,Saab-Belle Dodge,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,60504-7114,SUV,8522865,Aurora
C_CND_011094,31-01-2023,Edward,Male,13500,Scrivener Performance Engineering,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hatchback,6118109,Greenville
C_CND_011095,31-01-2023,Eli,Male,1050000,Star Enterprises Inc,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Passenger,8310983,Pasco
C_CND_011096,31-01-2023,Elias,Male,1691500,Suburban Ford,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26150,53546-9427,Sedan,8674690,Janesville
C_CND_011097,31-01-2023,Tova,Male,13500,Tri-State Mack Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28000,85257-3102,SUV,6923596,Scottsdale
C_CND_011098,31-01-2023,Trany,Male,480000,U-Haul CO,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,78758-7841,SUV,6939548,Austin
C_CND_011099,31-01-2023,Tzipora,Male,1840000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Hatchback,7756510,Middletown
C_CND_011100,31-01-2023,Valentina,Male,430000,C & M Motors Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,60504-7114,SUV,7305186,Aurora
C_CND_011101,31-01-2023,Valerie,Male,525000,Capitol KIA,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,38701-8047,Hatchback,7062606,Greenville
C_CND_011102,31-01-2023,Vanessa,Male,495000,Chrysler of Tri-Cities,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26000,99301-3882,Hatchback,6945486,Pasco
C_CND_011103,31-01-2023,Maya,Male,1735000,Buddy Storbeck's Diesel Service Inc,BMW,528i,Overhead Camshaft,Manual,Black,21500,06457-3834,SUV,6739138,Middletown
C_CND_011104,31-01-2023,Levi,Male,13500,Gartner Buick Hyundai Saab,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000,38701-8047,Hardtop,6642845,Greenville
C_CND_011105,31-01-2023,Maxwell,Male,505000,Saab-Belle Dodge,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,60504-7114,Hardtop,8455224,Aurora
C_CND_011106,31-01-2023,Melany,Male,13500,Chrysler of Tri-Cities,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,99301-3882,Hatchback,7070595,Pasco
C_CND_011107,31-01-2023,Melissa,Male,3400000,Chrysler Plymouth,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,53546-9427,SUV,6267692,Janesville
C_CND_011108,31-01-2023,Melody,Male,3730000,Classic Chevy,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Sedan,6131219,Scottsdale
C_CND_011109,31-01-2023,Shmuel,Female,730000,Classic Chevy,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,85257-3102,Hatchback,8316399,Scottsdale
C_CND_011110,31-01-2023,Augustin,Male,960000,Star Enterprises Inc,Honda,Passport,Overhead Camshaft,Manual,Black,22001,99301-3882,Hardtop,8582611,Pasco
C_CND_011111,31-01-2023,Corentin,Male,13500,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,53546-9427,Hardtop,8222234,Janesville
C_CND_011112,31-01-2023,Solene,Male,1600000,Saab-Belle Dodge,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,60504-7114,Hardtop,8960381,Aurora
C_CND_011113,31-01-2023,Sidney,Male,868000,Gartner Buick Hyundai Saab,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Passenger,8368213,Greenville
C_CND_011114,31-01-2023,Enzo,Male,907000,Buddy Storbeck's Diesel Service Inc,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61001,06457-3834,Hardtop,8678195,Middletown
C_CND_011115,31-01-2023,Doris,Male,750000,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,24000,53546-9427,Hardtop,7178245,Janesville
C_CND_011116,31-01-2023,Mohamed Monar,Female,530000,Scrivener Performance Engineering,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12001,38701-8047,Hatchback,7297584,Middletown
C_CND_011117,31-01-2023,Kevin,Male,3200000,Star Enterprises Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10001,99301-3882,Passenger,8676556,Aurora
C_CND_011118,31-01-2023,Elie,Male,2075000,Suburban Ford,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34501,53546-9427,Sedan,7241921,Greenville
